x,cut,table,carat,price
4.57,4,55.0,0.36,629.0
4.6,2,59.0,0.38,630.0
4.33,2,56.0,0.32,630.0
4.68,2,57.0,0.4,630.0
4.36,4,54.0,0.31,630.0
4.42,3,59.0,0.3,630.0
4.53,4,57.0,0.35,630.0
4.56,3,62.0,0.35,630.0
4.5,1,55.0,0.35,630.0
4.33,4,56.0,0.3,630.0
4.55,4,57.0,0.35,630.0
4.38,4,57.0,0.3,630.0
4.58,4,57.0,0.34,630.0
4.6,4,57.0,0.35,630.0
4.53,3,57.0,0.35,630.0
4.6,3,61.0,0.35,630.0
4.51,2,58.0,0.35,630.0
4.55,4,56.0,0.35,630.0
4.56,3,59.0,0.35,630.0
4.56,3,58.0,0.35,630.0
4.28,3,59.0,0.3,630.0
4.29,3,60.0,0.3,630.0
4.26,2,58.0,0.3,630.0
4.33,3,62.0,0.3,630.0
4.25,3,62.0,0.3,630.0
4.27,2,58.0,0.3,630.0
4.68,4,60.0,0.4,630.0
4.29,3,60.0,0.3,630.0
4.23,0,59.0,0.3,630.0
4.56,4,57.0,0.35,630.0
4.57,3,58.0,0.35,630.0
4.55,4,56.0,0.35,630.0
4.27,2,56.0,0.3,631.0
4.35,2,57.0,0.3,631.0
4.35,2,55.0,0.3,631.0
4.31,4,54.5,0.3,631.0
4.32,4,54.2,0.3,631.0
4.51,4,56.0,0.33,631.0
4.54,3,58.0,0.33,631.0
4.41,3,58.0,0.33,631.0
4.42,3,59.0,0.33,631.0
4.49,4,56.0,0.33,631.0
4.45,3,59.0,0.33,631.0
4.48,4,56.0,0.33,631.0
4.5,4,57.0,0.33,631.0
4.5,3,59.0,0.33,631.0
4.46,4,57.0,0.33,631.0
4.43,2,56.0,0.33,631.0
4.43,4,56.0,0.33,631.0
4.44,4,56.0,0.33,631.0
4.46,3,56.0,0.33,631.0
4.43,3,58.0,0.33,631.0
4.42,4,57.0,0.33,631.0
4.42,2,53.0,0.33,631.0
4.48,4,57.0,0.33,631.0
4.45,3,57.0,0.33,631.0
4.44,3,59.0,0.33,631.0
4.44,2,57.0,0.33,631.0
4.6,3,59.0,0.36,631.0
4.49,1,58.0,0.36,631.0
4.53,4,56.0,0.36,631.0
4.56,2,59.0,0.36,631.0
4.56,4,57.0,0.36,631.0
4.65,3,60.0,0.4,631.0
4.23,1,57.0,0.3,631.0
4.21,1,56.0,0.3,631.0
4.66,2,58.0,0.4,631.0
4.52,2,56.0,0.36,631.0
4.55,4,55.0,0.36,631.0
4.52,2,55.0,0.36,631.0
4.71,4,55.0,0.4,631.0
4.58,2,56.0,0.36,631.0
4.66,2,55.0,0.36,631.0
4.56,3,60.0,0.36,631.0
4.76,3,60.0,0.4,631.0
4.52,2,56.0,0.36,631.0
4.53,4,57.0,0.36,631.0
4.56,4,57.0,0.36,631.0
4.56,4,56.0,0.36,631.0
4.32,3,59.0,0.3,631.0
4.79,3,59.0,0.4,631.0
4.59,2,59.0,0.36,631.0
4.7,1,57.0,0.4,631.0
4.56,4,56.0,0.36,631.0
4.52,2,59.0,0.36,631.0
4.61,1,58.0,0.4,631.0
4.52,2,55.0,0.34,632.0
4.62,4,54.0,0.37,632.0
4.37,4,56.0,0.31,632.0
4.73,4,56.0,0.4,632.0
4.18,1,62.0,0.3,632.0
4.48,4,55.0,0.33,633.0
4.54,4,57.0,0.35,633.0
4.75,4,53.0,0.4,633.0
4.73,4,58.0,0.4,633.0
4.72,4,54.0,0.4,633.0
4.58,3,58.0,0.38,633.0
4.62,2,58.0,0.38,633.0
4.6,3,59.0,0.38,633.0
4.66,3,60.0,0.38,633.0
4.67,2,61.0,0.38,633.0
4.61,3,59.0,0.38,633.0
4.91,2,62.0,0.43,633.0
4.58,1,57.0,0.38,633.0
4.61,2,58.0,0.38,633.0
4.62,2,62.0,0.38,633.0
4.65,4,56.0,0.38,633.0
4.69,3,58.0,0.38,633.0
4.62,2,55.0,0.38,633.0
4.61,2,57.0,0.38,633.0
4.5,2,56.0,0.36,634.0
4.28,2,55.0,0.3,635.0
4.39,4,57.0,0.31,635.0
4.36,4,55.0,0.31,635.0
4.37,4,57.0,0.31,635.0
4.38,4,54.0,0.31,635.0
4.36,4,54.0,0.31,635.0
4.74,3,58.0,0.38,635.0
4.31,4,56.0,0.3,636.0
4.83,4,53.0,0.42,636.0
4.61,4,56.0,0.36,636.0
4.81,2,62.0,0.4,636.0
4.32,3,58.0,0.31,636.0
4.32,2,56.0,0.31,636.0
4.32,4,55.0,0.31,636.0
4.35,3,60.0,0.31,636.0
4.78,4,55.0,0.41,637.0
4.72,4,54.4,0.41,637.0
4.4,4,56.0,0.32,637.0
4.38,4,55.0,0.3,637.0
4.69,4,55.1,0.38,637.0
4.54,4,55.0,0.34,637.0
4.48,4,57.0,0.34,637.0
4.46,1,58.0,0.31,637.0
4.33,4,58.0,0.3,638.0
4.42,4,55.0,0.31,638.0
4.28,1,59.0,0.32,638.0
4.36,0,54.0,0.32,638.0
4.43,3,62.0,0.32,638.0
4.64,4,57.0,0.38,638.0
4.28,2,55.0,0.3,638.0
4.72,1,54.0,0.41,638.0
4.69,1,55.0,0.41,638.0
4.68,1,57.0,0.41,638.0
4.72,2,61.0,0.41,638.0
4.69,2,58.0,0.41,638.0
4.7,2,57.0,0.41,638.0
4.71,1,58.0,0.41,638.0
4.68,1,58.0,0.41,638.0
4.8,2,62.0,0.41,638.0
4.69,1,56.0,0.41,638.0
4.3,2,60.0,0.3,638.0
4.29,4,54.0,0.3,638.0
4.34,2,63.0,0.3,638.0
4.26,2,58.0,0.3,638.0
4.25,2,56.0,0.3,638.0
4.27,2,61.0,0.3,638.0
4.28,1,54.0,0.3,638.0
4.31,4,53.8,0.3,639.0
4.73,4,56.0,0.4,639.0
4.39,4,55.0,0.32,639.0
4.39,4,56.0,0.32,639.0
4.4,4,56.0,0.32,639.0
4.79,4,56.0,0.41,639.0
4.72,4,57.0,0.38,639.0
4.64,4,56.0,0.38,639.0
4.46,3,58.0,0.31,639.0
4.49,3,60.0,0.31,639.0
4.31,2,59.0,0.3,639.0
4.28,2,58.0,0.3,640.0
4.35,2,56.0,0.31,640.0
4.36,2,54.0,0.31,640.0
4.39,2,57.0,0.31,640.0
4.37,2,62.0,0.3,640.0
4.21,2,59.0,0.3,640.0
4.75,2,61.0,0.38,640.0
4.35,4,56.0,0.31,640.0
4.66,4,55.0,0.38,640.0
4.29,4,57.0,0.3,640.0
4.34,4,56.0,0.3,640.0
4.33,4,55.0,0.3,640.0
4.47,0,62.0,0.3,640.0
4.74,3,59.0,0.4,640.0
4.48,2,55.0,0.34,640.0
4.39,2,60.0,0.3,640.0
4.29,2,55.0,0.31,641.0
4.64,2,54.0,0.36,641.0
4.47,4,55.0,0.34,641.0
4.77,4,56.0,0.4,641.0
4.5,1,60.1,0.34,641.0
4.6,1,61.0,0.38,641.0
4.61,3,58.0,0.38,641.0
4.37,3,60.0,0.3,641.0
4.29,3,61.0,0.3,641.0
4.28,3,60.0,0.3,641.0
4.3,4,54.0,0.3,641.0
4.33,1,55.0,0.3,641.0
4.33,3,59.0,0.3,641.0
4.26,4,56.0,0.3,641.0
4.27,2,57.0,0.3,641.0
4.27,4,57.0,0.3,641.0
4.22,2,59.0,0.3,641.0
4.26,2,57.0,0.3,641.0
4.71,3,59.0,0.38,641.0
4.45,1,62.0,0.3,641.0
4.4,2,59.0,0.31,642.0
4.36,2,55.0,0.31,642.0
4.48,2,56.0,0.32,642.0
4.71,4,56.0,0.39,642.0
4.39,4,57.0,0.31,642.0
4.39,4,56.0,0.31,642.0
4.38,4,55.0,0.31,642.0
4.35,4,55.0,0.31,642.0
4.32,4,55.0,0.31,642.0
4.33,4,53.0,0.31,642.0
4.36,4,54.0,0.31,642.0
4.38,4,56.0,0.31,642.0
4.27,2,59.0,0.3,642.0
4.35,4,56.0,0.31,642.0
4.46,2,57.0,0.33,643.0
4.62,4,54.0,0.37,643.0
4.49,1,61.0,0.33,643.0
4.52,3,59.0,0.36,643.0
4.51,4,54.0,0.34,643.0
4.22,2,59.0,0.3,644.0
4.7,2,60.0,0.38,644.0
4.65,2,60.0,0.4,644.0
4.5,2,56.0,0.32,644.0
4.68,4,54.0,0.4,644.0
4.69,4,57.0,0.36,644.0
4.63,0,55.0,0.4,644.0
4.53,4,57.0,0.33,644.0
4.46,2,57.0,0.35,644.0
4.54,3,60.0,0.35,644.0
4.54,3,59.0,0.35,644.0
4.4,1,55.0,0.34,644.0
4.56,4,55.0,0.35,644.0
4.56,2,57.0,0.35,644.0
4.53,4,55.0,0.35,644.0
4.54,4,57.0,0.35,644.0
4.51,3,58.0,0.35,644.0
4.56,2,61.0,0.35,644.0
4.53,4,57.0,0.35,644.0
4.49,4,56.0,0.35,644.0
4.5,4,57.0,0.35,644.0
4.52,4,55.0,0.35,644.0
4.51,4,55.0,0.35,644.0
4.49,4,56.0,0.35,644.0
4.52,3,58.0,0.35,644.0
4.51,1,57.0,0.35,644.0
4.66,2,55.0,0.38,645.0
4.27,2,56.0,0.3,645.0
4.61,4,55.0,0.36,645.0
4.66,4,53.0,0.38,645.0
4.39,4,57.0,0.31,645.0
4.39,4,55.0,0.31,645.0
4.6,3,61.0,0.34,645.0
4.37,4,56.0,0.32,645.0
4.41,4,56.0,0.32,645.0
4.38,4,57.0,0.32,645.0
4.37,4,56.0,0.32,645.0
4.4,4,57.0,0.32,645.0
4.34,2,53.0,0.32,645.0
4.39,2,62.0,0.32,645.0
4.38,4,55.0,0.32,645.0
4.42,4,56.0,0.32,645.0
4.37,4,57.0,0.32,645.0
4.37,4,57.0,0.32,645.0
4.45,3,59.0,0.32,645.0
4.41,2,58.0,0.32,645.0
4.35,4,57.0,0.32,645.0
4.38,3,58.0,0.32,645.0
4.34,1,57.0,0.32,645.0
4.42,2,55.0,0.32,645.0
4.41,4,56.0,0.32,645.0
4.37,4,56.0,0.32,645.0
4.4,4,55.0,0.32,645.0
4.41,4,56.0,0.32,645.0
4.4,4,55.0,0.32,645.0
4.42,4,55.0,0.32,645.0
4.34,2,58.0,0.32,645.0
4.44,4,57.0,0.32,645.0
4.41,4,56.0,0.32,645.0
4.4,3,59.0,0.32,645.0
4.35,2,58.0,0.32,645.0
4.37,4,56.0,0.32,645.0
4.37,4,54.0,0.32,645.0
4.33,2,59.0,0.32,645.0
4.37,3,60.0,0.32,645.0
4.39,4,57.0,0.32,645.0
4.42,4,55.0,0.32,645.0
4.37,4,55.0,0.32,645.0
4.34,2,58.0,0.32,645.0
4.4,3,60.0,0.32,645.0
4.37,3,58.0,0.32,645.0
4.4,4,55.0,0.32,645.0
4.4,2,59.0,0.32,645.0
4.41,3,59.0,0.32,645.0
4.35,2,55.0,0.32,645.0
4.38,3,60.0,0.32,645.0
4.41,4,56.0,0.32,645.0
4.34,1,56.0,0.32,645.0
4.42,2,61.0,0.32,645.0
4.38,4,54.0,0.32,645.0
4.35,4,56.0,0.32,645.0
4.4,4,55.0,0.32,645.0
4.35,4,56.0,0.32,645.0
4.37,4,55.0,0.32,645.0
4.36,4,56.0,0.32,645.0
4.38,3,58.0,0.32,645.0
4.45,2,60.0,0.32,645.0
4.35,2,60.0,0.32,645.0
4.41,4,55.0,0.32,645.0
4.38,4,55.0,0.32,645.0
4.4,2,56.0,0.32,645.0
4.35,3,59.0,0.32,645.0
4.4,4,56.0,0.32,645.0
4.39,3,58.0,0.32,645.0
4.32,1,58.0,0.32,645.0
4.35,4,55.0,0.32,645.0
4.37,2,57.0,0.32,645.0
4.36,3,58.0,0.32,645.0
4.4,4,57.0,0.32,645.0
4.37,1,55.0,0.32,645.0
4.38,2,61.0,0.32,645.0
4.33,2,57.0,0.32,645.0
4.4,4,57.0,0.32,645.0
4.32,1,57.0,0.32,645.0
4.38,4,56.0,0.32,645.0
4.29,2,60.0,0.32,645.0
4.39,4,56.0,0.32,645.0
4.4,4,55.0,0.32,645.0
4.41,2,58.0,0.32,645.0
4.39,3,59.0,0.32,645.0
4.39,4,55.0,0.32,645.0
4.41,2,55.0,0.32,645.0
4.39,4,55.0,0.32,645.0
4.37,4,56.0,0.32,645.0
4.37,4,56.0,0.32,645.0
4.33,3,58.0,0.32,645.0
4.34,4,57.0,0.32,645.0
4.37,4,56.0,0.32,645.0
4.41,3,58.0,0.32,645.0
4.37,2,55.0,0.32,645.0
4.39,4,55.0,0.32,645.0
4.38,4,55.0,0.32,645.0
4.44,3,58.0,0.32,645.0
4.38,2,54.0,0.32,645.0
4.4,4,56.0,0.32,645.0
4.42,4,56.0,0.32,645.0
4.36,2,57.0,0.32,645.0
4.38,4,55.0,0.32,645.0
4.4,3,59.0,0.32,645.0
4.76,1,56.0,0.42,646.0
4.43,4,54.0,0.33,646.0
4.38,4,56.0,0.31,646.0
4.54,4,56.0,0.35,646.0
4.53,4,57.0,0.35,646.0
4.72,1,57.0,0.41,646.0
4.49,2,59.0,0.32,646.0
4.68,1,54.0,0.41,646.0
4.46,4,56.0,0.34,646.0
4.42,4,57.0,0.34,646.0
4.36,4,53.0,0.31,647.0
4.53,4,55.0,0.34,647.0
4.4,4,55.0,0.32,647.0
4.39,4,55.0,0.32,647.0
4.58,3,55.0,0.35,647.0
4.54,3,58.0,0.35,647.0
4.51,2,57.0,0.35,647.0
4.53,2,54.0,0.35,647.0
4.68,1,56.0,0.41,647.0
4.78,2,58.0,0.41,647.0
4.74,2,55.0,0.41,647.0
4.74,2,59.0,0.41,647.0
4.75,4,56.0,0.41,647.0
4.72,2,61.0,0.41,647.0
4.81,4,57.0,0.41,647.0
4.75,3,58.0,0.41,647.0
4.72,4,57.0,0.41,647.0
4.71,4,56.0,0.38,648.0
4.77,4,55.0,0.41,648.0
4.75,4,55.0,0.41,648.0
4.75,4,54.0,0.41,648.0
4.81,4,57.0,0.41,648.0
4.72,4,57.0,0.4,648.0
4.76,4,55.0,0.41,648.0
4.79,4,56.0,0.41,648.0
4.73,4,57.0,0.4,648.0
4.41,4,55.0,0.32,648.0
4.45,4,55.0,0.32,648.0
4.6,1,61.0,0.39,648.0
4.6,4,57.0,0.36,648.0
4.61,4,55.0,0.36,648.0
4.57,3,58.0,0.36,648.0
4.55,1,54.0,0.36,648.0
4.42,4,55.0,0.32,648.0
4.38,4,57.0,0.32,648.0
4.39,3,58.0,0.32,648.0
4.58,3,59.0,0.36,648.0
4.54,3,55.0,0.36,648.0
4.58,4,57.0,0.36,648.0
4.61,3,58.0,0.36,648.0
4.61,3,59.0,0.36,648.0
4.54,3,57.0,0.36,648.0
4.46,4,56.0,0.32,648.0
4.46,3,60.0,0.32,648.0
4.47,3,60.0,0.32,648.0
4.42,2,54.0,0.32,648.0
4.4,3,58.0,0.32,648.0
4.4,2,56.0,0.32,648.0
4.42,4,57.0,0.32,648.0
4.39,4,54.0,0.32,648.0
4.4,3,58.0,0.32,648.0
4.4,3,58.0,0.32,648.0
4.37,4,56.0,0.32,648.0
4.39,3,58.0,0.32,648.0
4.5,3,58.0,0.32,648.0
4.43,3,59.0,0.32,648.0
4.44,4,55.0,0.32,648.0
4.46,3,58.0,0.32,648.0
4.47,3,58.0,0.32,648.0
4.47,3,58.0,0.32,648.0
4.42,4,55.0,0.32,648.0
4.41,3,60.0,0.32,648.0
4.41,3,61.0,0.32,648.0
4.41,3,60.0,0.32,648.0
4.41,3,54.0,0.32,648.0
4.4,4,55.0,0.32,648.0
4.41,4,55.0,0.32,648.0
4.4,3,59.0,0.32,648.0
4.41,3,60.0,0.32,648.0
4.39,3,57.0,0.32,648.0
4.42,4,56.0,0.32,648.0
4.4,4,56.0,0.32,648.0
4.39,4,57.0,0.32,648.0
4.38,4,57.0,0.32,648.0
4.38,3,59.0,0.32,648.0
4.36,3,58.0,0.32,648.0
4.36,2,55.0,0.32,648.0
4.37,4,57.0,0.32,648.0
4.82,2,60.0,0.44,648.0
4.84,3,60.0,0.41,649.0
4.59,3,58.0,0.37,649.0
4.57,4,56.0,0.37,649.0
4.55,4,54.0,0.37,649.0
4.73,3,58.0,0.37,649.0
4.64,2,57.0,0.37,649.0
4.6,3,60.0,0.37,649.0
4.59,4,57.0,0.37,649.0
4.55,2,60.0,0.37,649.0
4.59,2,57.0,0.37,649.0
4.67,3,60.0,0.37,649.0
4.63,2,54.0,0.37,649.0
4.64,3,59.0,0.37,649.0
4.61,4,57.0,0.37,649.0
4.68,2,59.0,0.37,649.0
4.6,3,60.0,0.37,649.0
4.59,4,56.0,0.37,649.0
4.6,4,57.0,0.37,649.0
4.58,3,60.0,0.37,649.0
4.54,2,57.0,0.35,650.0
4.25,2,55.0,0.3,650.0
4.3,4,57.0,0.3,650.0
4.31,4,55.0,0.3,650.0
4.25,4,57.0,0.3,650.0
4.33,4,56.0,0.3,650.0
4.56,4,57.0,0.34,650.0
4.43,1,58.0,0.34,650.0
4.54,3,59.0,0.34,650.0
4.56,3,59.0,0.34,650.0
4.52,3,56.0,0.34,650.0
4.45,2,57.0,0.34,650.0
4.58,3,59.0,0.34,650.0
4.51,3,61.0,0.34,650.0
4.53,3,60.0,0.34,650.0
4.53,3,60.0,0.34,650.0
4.64,2,57.0,0.39,650.0
4.65,3,60.0,0.39,650.0
4.62,2,61.0,0.39,650.0
4.63,4,56.0,0.38,650.0
4.31,2,56.0,0.31,651.0
4.35,2,56.0,0.31,651.0
4.37,2,56.0,0.31,651.0
4.33,2,57.0,0.31,651.0
4.83,2,56.0,0.41,651.0
4.7,4,55.0,0.39,651.0
4.59,4,55.0,0.36,651.0
4.82,4,56.0,0.4,651.0
4.69,4,56.0,0.39,651.0
4.41,1,56.0,0.31,651.0
4.38,3,58.0,0.31,651.0
4.48,3,60.0,0.31,651.0
4.3,2,58.0,0.31,651.0
4.31,3,58.0,0.31,651.0
4.29,2,55.0,0.31,651.0
4.27,4,56.0,0.3,651.0
4.31,4,57.0,0.3,651.0
4.46,2,57.0,0.33,652.0
4.35,4,55.8,0.31,652.0
4.52,4,55.0,0.34,652.0
4.35,4,53.0,0.31,652.0
4.34,4,56.0,0.31,652.0
4.3,4,53.6,0.3,652.0
4.36,4,56.4,0.31,652.0
4.33,4,54.7,0.3,652.0
4.3,4,54.4,0.3,652.0
4.42,4,57.0,0.32,652.0
4.31,4,55.1,0.3,652.0
4.3,4,53.8,0.3,652.0
4.4,1,61.0,0.33,652.0
4.34,4,57.0,0.31,652.0
4.36,4,54.0,0.31,652.0
4.32,1,61.0,0.31,653.0
4.44,4,56.0,0.32,653.0
4.32,2,59.0,0.3,653.0
4.37,2,57.0,0.3,653.0
4.64,4,57.0,0.38,653.0
4.74,1,56.0,0.42,653.0
4.6,3,58.0,0.38,653.0
4.74,1,57.0,0.42,653.0
4.75,1,57.0,0.42,653.0
4.86,2,60.0,0.42,653.0
4.87,3,58.0,0.42,653.0
4.31,2,56.0,0.3,654.0
4.89,4,54.0,0.44,654.0
4.75,4,56.0,0.4,654.0
4.79,4,58.0,0.41,654.0
4.82,4,54.0,0.42,654.0
4.72,4,55.0,0.4,654.0
4.66,4,55.7,0.39,654.0
4.73,1,55.0,0.41,654.0
4.26,2,57.0,0.3,655.0
4.26,2,56.0,0.3,655.0
4.55,4,57.0,0.36,655.0
4.31,4,53.0,0.3,655.0
4.34,4,58.0,0.3,655.0
4.28,4,57.0,0.3,655.0
4.25,4,57.0,0.3,655.0
4.3,4,57.0,0.3,655.0
4.9,4,54.0,0.44,655.0
4.39,4,54.0,0.32,655.0
4.4,4,56.0,0.32,655.0
4.39,4,57.0,0.32,655.0
4.4,4,55.0,0.32,655.0
4.66,4,57.0,0.39,655.0
4.73,2,57.6,0.4,655.0
4.61,1,58.0,0.4,655.0
4.72,1,56.0,0.4,655.0
4.66,1,58.0,0.4,655.0
4.66,1,58.0,0.4,655.0
4.74,2,61.0,0.4,655.0
4.38,2,57.0,0.32,656.0
4.82,2,60.0,0.41,656.0
4.78,2,55.0,0.42,656.0
4.38,4,54.0,0.31,656.0
4.72,4,57.0,0.41,656.0
4.52,4,56.0,0.34,657.0
4.36,2,59.0,0.32,657.0
4.41,4,55.0,0.32,657.0
4.35,1,55.0,0.32,657.0
4.45,4,57.0,0.32,657.0
4.76,2,59.0,0.37,657.0
4.54,2,60.0,0.35,658.0
4.73,4,54.3,0.4,658.0
4.39,4,54.0,0.31,658.0
4.7,4,58.0,0.38,658.0
4.68,3,59.0,0.38,658.0
4.85,3,58.0,0.38,658.0
4.71,4,58.0,0.38,658.0
4.32,1,54.0,0.32,658.0
4.33,3,59.0,0.3,658.0
4.25,4,56.0,0.3,658.0
4.26,2,56.0,0.3,658.0
4.24,2,59.0,0.3,658.0
4.31,3,59.0,0.3,658.0
4.28,4,54.0,0.3,658.0
4.28,4,55.0,0.3,658.0
4.33,4,55.0,0.3,658.0
4.26,3,58.0,0.3,658.0
4.37,3,59.0,0.3,658.0
4.27,3,59.0,0.3,658.0
4.31,4,56.0,0.3,658.0
4.24,3,60.0,0.3,658.0
4.29,4,56.0,0.3,658.0
4.29,4,57.0,0.3,658.0
4.25,2,56.0,0.3,658.0
4.32,4,55.0,0.3,658.0
4.24,2,57.0,0.3,658.0
4.31,4,55.0,0.3,658.0
4.31,4,56.0,0.3,658.0
4.3,4,55.0,0.3,658.0
4.27,4,56.0,0.3,658.0
4.25,2,58.0,0.3,658.0
4.28,3,58.0,0.3,658.0
4.32,4,55.0,0.3,658.0
4.27,4,55.0,0.3,658.0
4.28,4,55.0,0.3,658.0
4.27,2,59.0,0.3,658.0
4.26,2,58.0,0.3,658.0
4.28,4,56.0,0.3,658.0
4.25,4,55.0,0.3,658.0
4.23,3,60.0,0.3,658.0
4.3,3,58.0,0.3,658.0
4.28,4,56.0,0.3,658.0
4.31,3,58.0,0.3,658.0
4.31,4,55.0,0.3,658.0
4.28,2,61.0,0.3,658.0
4.32,3,58.0,0.3,658.0
4.26,3,59.0,0.3,658.0
4.26,3,58.0,0.3,658.0
4.27,2,57.0,0.3,658.0
4.3,4,57.0,0.3,658.0
4.31,3,58.0,0.3,658.0
4.37,3,58.0,0.3,658.0
4.32,4,55.0,0.3,658.0
4.36,3,60.0,0.3,658.0
4.33,4,56.0,0.3,658.0
4.29,4,56.0,0.3,658.0
4.27,3,59.0,0.3,658.0
4.3,3,59.0,0.3,658.0
4.31,4,55.0,0.3,658.0
4.22,2,58.0,0.3,658.0
4.29,3,59.0,0.3,658.0
4.3,4,56.0,0.3,658.0
4.29,4,54.0,0.3,658.0
4.3,4,56.0,0.3,658.0
4.28,2,61.0,0.3,658.0
4.36,4,57.0,0.3,658.0
4.3,4,56.0,0.3,658.0
4.29,4,57.0,0.3,658.0
4.26,2,59.0,0.3,658.0
4.37,3,58.0,0.3,658.0
4.33,4,56.0,0.3,658.0
4.26,2,58.0,0.3,658.0
4.29,4,56.0,0.3,658.0
4.29,4,57.0,0.3,658.0
4.24,2,57.0,0.3,658.0
4.29,3,60.0,0.3,658.0
4.29,3,58.0,0.3,658.0
4.29,4,55.0,0.3,658.0
4.3,4,55.0,0.3,658.0
4.22,2,58.0,0.3,658.0
4.28,2,56.0,0.3,658.0
4.3,4,55.0,0.3,658.0
4.28,4,56.0,0.3,658.0
4.3,4,55.0,0.3,658.0
4.29,4,56.0,0.3,658.0
4.52,2,62.0,0.34,659.0
4.75,4,53.6,0.41,659.0
4.69,1,56.0,0.41,659.0
4.51,0,61.0,0.41,659.0
4.63,1,57.0,0.38,659.0
4.49,2,56.0,0.35,659.0
4.4,2,54.0,0.33,660.0
4.45,2,56.0,0.32,660.0
4.41,2,56.0,0.32,660.0
4.26,2,55.0,0.3,660.0
4.69,2,54.0,0.38,660.0
4.35,4,54.2,0.31,660.0
4.62,4,56.0,0.38,660.0
4.42,4,54.2,0.33,660.0
4.4,4,55.0,0.32,660.0
4.4,4,57.0,0.32,660.0
4.8,4,54.0,0.42,660.0
4.82,4,55.0,0.42,660.0
4.64,4,54.0,0.38,660.0
4.7,4,57.0,0.38,660.0
4.64,4,55.0,0.38,660.0
4.65,4,53.0,0.38,660.0
4.37,4,55.0,0.31,660.0
4.72,4,61.0,0.38,660.0
4.39,4,56.0,0.31,660.0
4.29,1,55.0,0.31,660.0
4.32,4,57.0,0.31,660.0
4.32,4,57.0,0.31,660.0
4.77,2,56.0,0.39,661.0
4.36,2,57.0,0.32,661.0
4.76,2,55.0,0.39,661.0
4.38,4,58.0,0.31,661.0
4.92,1,61.0,0.43,661.0
4.34,3,58.0,0.3,661.0
4.3,4,56.0,0.3,661.0
4.34,2,60.0,0.3,661.0
4.3,4,54.0,0.3,661.0
4.73,2,57.0,0.38,662.0
4.76,4,55.0,0.4,662.0
4.74,4,55.0,0.4,662.0
4.74,4,53.0,0.4,662.0
4.76,4,55.0,0.4,662.0
4.4,4,56.0,0.32,662.0
4.34,4,57.0,0.31,662.0
4.44,3,57.0,0.3,662.0
4.31,3,59.0,0.3,662.0
4.31,2,54.0,0.3,662.0
4.28,2,56.0,0.3,662.0
4.26,2,55.0,0.3,662.0
4.31,0,55.0,0.3,662.0
4.66,1,57.0,0.4,662.0
4.3,4,54.2,0.3,663.0
4.64,4,56.0,0.38,663.0
4.33,3,58.0,0.31,663.0
4.43,4,57.0,0.31,663.0
4.39,3,60.0,0.31,663.0
4.38,3,58.0,0.31,663.0
4.34,4,57.0,0.31,663.0
4.33,2,56.0,0.31,663.0
4.31,2,56.0,0.31,663.0
4.31,2,57.0,0.31,663.0
4.34,2,55.0,0.31,663.0
4.48,4,57.0,0.34,663.0
4.35,4,56.0,0.31,663.0
4.37,3,60.0,0.31,663.0
4.54,1,55.0,0.36,663.0
4.24,2,62.0,0.3,663.0
4.52,3,59.0,0.36,663.0
4.54,4,56.0,0.36,663.0
4.54,4,57.0,0.36,663.0
4.83,4,57.0,0.42,663.0
4.56,3,58.0,0.36,663.0
4.55,4,56.0,0.36,663.0
4.55,1,57.0,0.36,663.0
4.63,4,56.0,0.36,663.0
4.55,4,56.0,0.36,663.0
4.8,4,56.0,0.42,663.0
4.54,4,57.0,0.36,663.0
4.59,4,57.0,0.36,663.0
4.53,4,56.0,0.36,663.0
4.61,4,56.0,0.36,663.0
4.56,4,56.0,0.36,663.0
4.39,4,56.0,0.3,663.0
4.62,2,57.0,0.36,663.0
4.61,3,58.0,0.36,663.0
4.6,2,58.0,0.36,663.0
4.49,1,56.0,0.35,663.0
4.62,4,56.0,0.36,664.0
4.83,4,55.0,0.42,664.0
4.37,4,54.0,0.31,664.0
4.78,4,55.0,0.41,664.0
4.32,4,55.0,0.3,665.0
4.3,4,55.0,0.3,665.0
4.33,4,54.0,0.3,665.0
4.31,4,53.0,0.3,665.0
4.29,4,57.0,0.3,665.0
4.31,4,56.0,0.3,665.0
4.29,4,57.0,0.3,665.0
4.29,4,57.0,0.3,665.0
4.32,4,55.0,0.3,665.0
4.27,4,57.0,0.3,665.0
4.31,4,57.0,0.3,665.0
4.28,4,57.0,0.3,665.0
4.33,4,58.0,0.3,665.0
4.26,4,57.0,0.3,665.0
4.32,4,56.0,0.3,665.0
4.27,4,57.0,0.3,665.0
4.29,4,56.0,0.3,665.0
4.3,4,55.0,0.3,665.0
4.34,4,55.0,0.3,665.0
4.3,4,57.0,0.3,665.0
4.32,4,57.0,0.3,665.0
4.27,4,58.0,0.3,665.0
4.3,4,57.0,0.3,665.0
4.28,4,56.0,0.3,665.0
4.3,4,55.0,0.3,665.0
4.29,4,57.0,0.3,665.0
4.43,4,55.0,0.32,665.0
4.43,4,55.0,0.32,665.0
4.43,4,55.0,0.32,665.0
4.69,4,57.0,0.39,665.0
4.53,1,57.0,0.36,665.0
4.65,3,57.0,0.36,665.0
4.65,3,60.0,0.36,665.0
4.51,2,58.0,0.35,665.0
4.49,4,55.0,0.35,665.0
4.44,2,62.0,0.3,666.0
4.35,2,58.0,0.3,666.0
4.81,4,54.0,0.41,666.0
