x,y,z,cut,color,clarity,table,carat,depth,price
6.42,6.46,4.03,4,6,3,55.0,1.01,62.6,8279.0
6.78,6.71,4.18,3,5,3,59.0,1.2,62.0,8279.0
6.67,6.65,4.11,4,4,4,57.0,1.1,61.7,8279.0
7.25,7.28,4.58,1,3,1,61.0,1.52,63.0,8280.0
7.1,7.05,4.12,3,3,6,61.0,1.25,58.2,8281.0
6.54,6.58,4.1,4,3,5,56.0,1.09,62.5,8282.0
7.53,7.48,4.77,1,0,3,59.0,1.7,63.6,8282.0
7.34,7.25,4.5,4,3,2,56.0,1.51,61.6,8283.0
7.34,7.25,4.5,4,3,2,56.0,1.51,61.6,8283.0
7.08,7.14,4.45,2,2,2,59.0,1.41,62.6,8283.0
6.47,6.53,4.01,4,5,4,56.0,1.03,61.7,8284.0
6.54,6.61,4.02,4,3,4,57.0,1.06,61.1,8285.0
4.72,4.77,2.91,4,6,1,56.0,0.4,61.3,622.0
4.78,4.82,2.82,2,5,1,59.0,0.4,58.7,622.0
4.45,4.49,2.75,2,3,3,59.4,0.33,61.5,623.0
4.46,4.4,2.61,2,2,4,63.0,0.32,58.9,624.0
4.32,4.39,2.68,2,4,3,59.7,0.32,61.5,624.0
4.31,4.33,2.67,4,3,4,56.0,0.3,61.8,624.0
4.25,4.31,2.7,4,3,4,55.0,0.3,63.1,624.0
4.29,4.32,2.67,4,3,4,56.0,0.3,62.0,624.0
4.28,4.31,2.67,4,3,4,55.0,0.3,62.2,624.0
4.34,4.36,2.65,4,3,4,57.0,0.3,60.9,624.0
4.29,4.32,2.66,4,3,4,57.0,0.3,61.8,624.0
4.3,4.32,2.69,4,3,4,57.0,0.3,62.4,624.0
4.38,4.4,2.66,4,3,4,57.0,0.3,60.6,624.0
4.72,4.75,2.95,4,1,2,55.0,0.4,62.3,624.0
4.55,4.51,2.86,2,1,2,57.0,0.36,63.1,624.0
4.62,4.58,2.78,3,1,2,60.0,0.36,60.4,624.0
4.57,4.54,2.85,4,0,4,57.0,0.37,62.6,624.0
4.64,4.59,2.88,4,0,4,55.0,0.37,62.4,624.0
4.57,4.55,2.89,2,3,1,57.0,0.37,63.4,624.0
4.61,4.58,2.91,2,3,1,55.0,0.37,63.3,624.0
4.7,4.6,2.8,3,4,1,60.0,0.37,60.2,624.0
4.67,4.62,2.82,3,4,1,57.0,0.37,60.7,624.0
4.53,4.49,2.65,3,2,3,62.0,0.33,58.8,624.0
4.43,4.38,2.73,3,5,2,60.0,0.32,62.0,624.0
4.91,4.98,2.9,2,6,1,58.0,0.42,58.6,625.0
4.81,4.83,2.96,4,1,3,54.0,0.41,61.4,625.0
6.78,6.82,4.27,4,2,6,55.0,1.21,62.8,8286.0
6.6,6.54,3.94,3,6,4,58.0,1.01,60.0,8286.0
7.19,7.15,4.63,0,1,3,58.0,1.51,64.6,8287.0
7.37,7.32,4.55,4,2,2,57.0,1.51,61.9,8287.0
7.44,7.48,4.62,2,5,1,57.0,1.61,61.9,8288.0
7.38,7.42,4.58,4,2,2,58.0,1.53,61.9,8289.0
7.31,7.35,4.56,2,5,1,58.0,1.5,62.2,8291.0
7.16,7.23,4.54,2,1,2,59.0,1.5,63.1,8291.0
7.21,7.3,4.55,4,1,2,57.0,1.5,62.7,8291.0
6.99,6.94,4.15,3,3,4,60.0,1.23,59.6,8293.0
6.89,6.83,4.14,3,3,3,60.0,1.21,60.3,8294.0
6.8,6.83,4.24,3,2,7,58.0,1.21,62.2,8294.0
6.83,6.88,4.22,4,3,3,56.0,1.21,61.5,8294.0
6.62,6.66,4.06,4,3,5,57.0,1.09,61.2,8295.0
6.67,6.7,4.04,4,3,4,58.0,1.09,60.4,8296.0
6.89,6.95,4.29,2,3,4,55.0,1.24,62.0,8298.0
7.34,7.4,4.52,4,0,4,61.0,1.51,61.3,8298.0
6.94,6.88,4.3,4,4,3,56.0,1.24,62.2,8298.0
7.41,7.36,4.52,3,1,2,60.0,1.52,61.2,8299.0
7.45,7.41,4.53,4,5,1,56.0,1.52,61.0,8299.0
6.88,6.91,4.25,4,2,4,56.0,1.24,61.6,8299.0
6.85,6.88,4.26,4,2,4,56.0,1.24,62.1,8299.0
7.5,7.44,4.55,3,3,1,57.0,1.52,60.9,8299.0
7.33,7.38,4.58,2,2,1,56.0,1.54,62.3,8301.0
7.5,7.45,4.67,4,0,2,57.0,1.55,62.4,8301.0
6.43,6.46,4.01,4,5,4,54.0,1.02,62.2,8303.0
6.97,7.01,4.16,3,3,4,58.0,1.21,59.5,8305.0
6.68,6.73,4.04,4,3,4,57.0,1.09,60.3,8305.0
6.44,6.37,4.0,4,3,7,57.0,1.02,62.5,8311.0
7.37,7.32,4.51,3,6,1,56.0,1.51,61.4,8311.0
6.87,6.92,4.31,2,6,2,58.0,1.27,62.5,8312.0
7.22,7.26,4.61,1,1,2,58.0,1.51,63.7,8313.0
6.93,6.88,4.23,4,3,4,56.0,1.22,61.3,8313.0
7.38,7.33,4.53,3,4,1,60.0,1.47,61.6,8314.0
6.63,6.61,4.18,2,5,4,59.0,1.14,63.1,8315.0
7.25,7.28,4.5,1,1,3,60.0,1.5,61.9,8316.0
7.39,7.33,4.47,3,3,1,58.0,1.5,60.7,8316.0
7.3,7.22,4.55,3,5,1,59.0,1.5,62.7,8316.0
6.38,6.46,4.04,2,5,4,54.0,1.02,62.9,8317.0
7.47,7.52,4.49,2,2,1,59.0,1.56,59.9,8317.0
6.47,6.44,3.97,4,3,6,57.0,1.02,61.5,8317.0
6.46,6.42,3.98,3,4,5,59.0,1.01,61.8,8319.0
6.57,6.53,4.0,3,3,6,58.0,1.06,61.1,8319.0
6.85,6.88,4.11,4,3,3,61.0,1.2,59.9,8321.0
6.6,6.64,4.11,4,4,4,53.0,1.08,62.1,8321.0
7.71,7.81,4.79,3,0,2,58.0,1.72,61.7,8324.0
7.49,7.52,4.58,3,0,4,59.0,1.56,61.1,8324.0
7.48,7.45,4.66,4,0,2,55.0,1.59,62.4,8325.0
6.69,6.65,4.08,3,5,4,58.0,1.11,61.2,8329.0
6.36,6.39,3.95,2,4,3,60.0,1.01,62.0,8330.0
7.6,7.55,4.5,3,2,1,59.0,1.6,59.4,8333.0
7.32,7.25,4.55,3,2,1,60.0,1.5,62.5,8333.0
6.4,6.36,3.95,3,6,4,55.0,1.0,61.9,8333.0
6.46,6.4,4.0,3,6,4,55.0,1.0,62.2,8333.0
6.73,6.78,4.23,2,4,3,56.0,1.2,62.6,8334.0
6.79,6.83,4.24,4,4,3,55.0,1.2,62.3,8334.0
7.59,7.54,4.73,4,0,2,56.0,1.65,62.5,8334.0
6.29,6.38,4.06,1,6,4,55.0,1.01,64.1,8339.0
6.79,6.82,4.24,2,3,3,58.0,1.22,62.3,8340.0
6.48,6.39,4.01,3,6,4,59.0,1.04,62.3,8341.0
6.65,6.59,3.91,4,6,4,56.0,1.04,59.1,8341.0
7.4,7.37,4.51,4,1,2,59.0,1.51,61.1,8342.0
7.37,7.33,4.58,3,4,1,59.0,1.52,62.3,8342.0
6.55,6.57,4.05,4,4,4,57.0,1.06,61.7,8344.0
6.75,6.81,4.16,4,3,4,57.0,1.14,61.4,8346.0
6.89,6.87,4.04,3,5,4,58.0,1.16,58.7,8346.0
6.6,6.65,4.08,4,3,6,56.0,1.08,61.6,8347.0
7.27,7.3,4.42,1,0,4,61.0,1.5,60.7,8347.0
6.52,6.54,3.88,2,5,4,59.0,1.01,59.4,8348.0
6.83,6.8,4.24,4,5,4,57.0,1.21,62.2,8348.0
6.87,6.83,4.21,4,4,3,56.0,1.21,61.5,8348.0
6.84,6.92,4.02,2,3,5,59.0,1.15,58.4,8349.0
6.72,6.69,4.1,3,5,4,59.0,1.13,61.1,8353.0
6.95,6.87,4.72,0,1,2,57.0,1.51,68.3,8355.0
7.56,7.47,4.75,2,4,1,57.0,1.64,63.2,8357.0
6.61,6.64,4.1,2,5,3,61.0,1.13,61.9,8358.0
6.59,6.56,4.06,4,3,5,56.0,1.06,61.7,8358.0
6.27,6.24,4.0,1,5,6,59.0,1.0,63.4,8359.0
6.55,6.49,4.04,3,6,4,60.0,1.07,62.0,8359.0
6.69,6.72,4.18,2,3,5,59.0,1.16,62.3,8361.0
6.91,6.84,4.25,3,3,3,58.0,1.22,61.8,8362.0
6.9,6.88,4.23,4,3,3,56.0,1.22,61.4,8362.0
7.5,7.49,4.67,4,0,3,54.0,1.57,62.3,8363.0
7.62,7.54,4.7,3,0,3,62.0,1.74,61.9,8364.0
6.62,6.7,4.05,4,3,5,57.0,1.09,60.6,8364.0
6.89,6.92,4.29,4,2,4,57.0,1.25,62.1,8365.0
7.34,7.31,4.57,3,2,2,60.0,1.53,62.4,8365.0
7.86,7.83,4.63,3,1,1,60.0,1.71,59.0,8366.0
7.39,7.36,4.51,3,0,4,59.0,1.52,61.2,8366.0
6.43,6.39,3.97,4,3,6,57.0,1.0,61.9,8366.0
7.56,7.45,4.41,3,6,1,62.0,1.52,58.6,8366.0
7.6,7.56,4.82,1,5,0,59.0,1.73,63.6,8370.0
7.36,7.4,4.58,3,0,4,58.0,1.51,62.1,8371.0
7.35,7.41,4.6,4,1,2,56.0,1.5,62.3,8371.0
7.41,7.46,4.52,2,2,1,56.0,1.51,60.8,8372.0
6.47,6.41,3.98,2,3,6,59.0,1.01,61.8,8373.0
6.42,6.46,3.88,1,6,5,62.0,1.0,60.2,8374.0
6.49,6.53,3.99,2,4,5,57.0,1.03,61.3,8375.0
6.8,6.72,4.24,2,3,3,58.0,1.22,62.7,8377.0
7.48,7.51,4.64,4,1,1,57.0,1.6,61.9,8377.0
7.52,7.55,4.56,2,4,1,60.0,1.6,60.5,8377.0
6.74,6.68,4.27,1,5,3,57.0,1.2,63.6,8380.0
6.86,6.81,4.29,3,3,4,56.0,1.23,62.8,8381.0
6.88,6.84,4.24,3,3,4,58.0,1.23,61.8,8381.0
7.59,7.55,4.85,1,2,1,56.0,1.75,64.1,8385.0
6.5,6.58,3.97,4,3,5,57.0,1.03,60.7,8385.0
7.18,7.23,4.29,4,2,3,57.0,1.33,59.5,8385.0
6.59,6.56,4.18,1,3,4,58.0,1.2,63.6,8387.0
7.16,7.12,4.7,0,4,2,56.0,1.51,65.8,8387.0
7.36,7.31,4.58,3,2,1,58.0,1.51,62.4,8388.0
7.18,7.29,4.58,2,0,5,56.0,1.5,63.3,8391.0
7.0,6.98,4.36,4,2,4,56.0,1.31,62.4,8392.0
6.51,6.56,4.08,4,3,5,54.0,1.07,62.4,8393.0
6.65,6.69,4.17,4,3,4,54.0,1.12,62.5,8394.0
7.39,7.37,4.52,4,1,2,60.0,1.51,61.2,8396.0
7.52,7.46,4.45,4,1,2,61.0,1.51,59.4,8396.0
7.79,7.68,4.66,3,4,1,61.0,1.7,60.2,8397.0
6.54,6.5,4.04,4,3,6,56.0,1.03,62.0,8398.0
7.48,7.42,4.47,3,4,2,60.0,1.5,60.0,8400.0
7.35,7.3,4.59,4,1,2,57.0,1.51,62.7,8400.0
6.62,6.65,4.09,4,3,3,56.0,1.11,61.6,8400.0
6.43,6.38,3.92,3,4,5,60.0,1.0,61.2,8400.0
6.89,6.84,4.3,4,5,3,56.0,1.25,62.6,8400.0
6.4,6.46,3.96,2,5,5,58.0,1.01,61.6,8401.0
6.43,6.45,4.0,4,3,5,57.0,1.02,62.1,8401.0
6.45,6.47,3.98,4,3,5,57.0,1.02,61.6,8401.0
6.41,6.45,4.03,4,3,5,57.0,1.02,62.7,8401.0
6.84,6.76,4.27,3,3,3,59.0,1.21,62.8,8402.0
6.78,6.82,4.28,2,4,3,54.0,1.21,62.9,8403.0
6.43,6.48,3.9,2,5,4,60.0,1.01,60.4,8403.0
6.7,6.66,4.14,4,5,3,54.0,1.13,62.0,8404.0
6.77,6.82,4.25,2,2,6,58.0,1.23,62.5,8405.0
6.61,6.69,4.08,4,4,4,55.0,1.08,61.4,8405.0
7.25,7.3,4.57,2,2,1,58.0,1.52,62.8,8408.0
7.34,7.31,4.62,2,1,2,54.0,1.5,63.1,8408.0
7.49,7.38,4.46,3,5,1,60.0,1.54,59.9,8408.0
6.74,6.77,4.23,2,3,3,54.7,1.18,62.7,8411.0
6.88,6.9,4.26,4,2,4,54.0,1.22,61.9,8411.0
6.49,6.52,4.04,4,5,4,57.0,1.06,62.1,8413.0
6.75,6.79,4.25,4,3,3,54.0,1.2,62.8,8414.0
6.81,6.83,4.17,4,3,4,56.0,1.18,61.3,8414.0
6.31,6.37,4.05,1,5,5,58.0,1.01,63.9,8415.0
7.16,7.23,4.48,2,0,6,62.0,1.5,62.3,8415.0
6.52,6.56,4.0,2,3,7,57.0,1.06,61.2,8415.0
6.53,6.55,4.03,4,4,3,56.0,1.04,61.6,8415.0
6.78,6.76,4.2,4,4,3,57.0,1.19,62.0,8415.0
7.01,7.05,4.33,4,3,2,55.0,1.3,61.6,8416.0
6.41,6.38,3.99,3,6,4,58.0,1.01,62.4,8416.0
6.96,6.92,4.15,3,4,3,59.0,1.22,59.8,8417.0
7.48,7.42,4.68,4,0,2,55.0,1.6,62.8,8418.0
7.43,7.46,4.55,2,3,1,61.0,1.57,61.1,8419.0
7.21,7.16,4.44,3,6,1,54.0,1.4,61.8,8419.0
7.29,7.25,4.53,4,5,1,55.0,1.46,62.3,8421.0
6.62,6.64,4.02,4,4,4,57.0,1.09,60.6,8422.0
7.17,7.24,4.39,3,2,4,59.0,1.37,60.9,8424.0
7.08,7.14,4.45,3,1,4,59.0,1.44,62.6,8426.0
7.32,7.38,4.57,3,0,4,59.0,1.52,62.2,8426.0
7.61,7.49,4.4,3,0,5,62.0,1.52,58.3,8427.0
7.28,7.25,4.6,2,0,5,57.0,1.5,63.3,8427.0
7.0,7.06,4.32,4,2,4,56.0,1.31,61.5,8429.0
7.02,7.05,4.33,4,2,4,55.0,1.31,61.5,8429.0
6.71,6.74,4.13,4,5,3,58.0,1.13,61.4,8430.0
6.86,6.83,3.96,1,4,5,57.0,1.12,57.9,8430.0
6.66,6.63,4.12,4,6,3,55.0,1.12,62.0,8430.0
6.87,6.92,4.23,4,2,7,57.0,1.23,61.3,8431.0
7.29,7.34,4.56,2,4,1,60.0,1.5,62.3,8431.0
7.24,7.3,4.53,3,1,3,59.0,1.5,62.3,8431.0
6.87,6.8,4.24,3,3,3,59.0,1.23,62.0,8431.0
6.81,6.87,4.18,2,4,3,59.0,1.2,61.1,8436.0
6.79,6.82,4.24,4,4,3,56.0,1.2,62.3,8436.0
6.52,6.57,3.96,2,6,4,60.0,1.03,60.5,8437.0
6.94,6.96,4.26,2,2,5,55.0,1.24,61.3,8438.0
7.41,7.34,4.71,1,3,2,56.0,1.59,63.8,8441.0
6.7,6.74,4.26,1,3,4,56.0,1.2,63.4,8442.0
6.82,6.87,4.12,3,3,4,60.0,1.2,60.2,8442.0
6.77,6.82,4.23,4,3,4,56.0,1.2,62.3,8442.0
6.91,7.0,4.19,2,3,4,60.0,1.2,60.2,8442.0
6.64,6.7,4.19,1,3,4,59.0,1.2,62.8,8442.0
7.33,7.43,4.44,2,2,1,59.0,1.51,60.2,8444.0
6.5,6.45,3.98,3,4,5,60.0,1.02,61.5,8445.0
6.83,6.8,4.24,3,2,7,58.0,1.21,62.2,8446.0
6.46,6.5,3.88,3,4,5,60.0,1.0,59.9,8448.0
6.95,6.89,4.29,3,3,4,55.0,1.24,62.0,8449.0
6.98,6.91,4.24,4,3,4,57.0,1.24,61.1,8449.0
6.54,6.61,4.01,4,6,3,56.0,1.05,61.0,8451.0
6.5,6.53,4.06,4,3,4,55.0,1.06,62.3,8451.0
6.87,6.82,4.19,4,4,3,57.0,1.21,61.2,8452.0
6.75,6.8,4.26,2,4,3,55.0,1.2,62.9,8454.0
6.39,6.47,4.01,4,3,6,57.0,1.03,62.4,8454.0
6.74,6.7,4.0,3,3,5,61.0,1.09,59.5,8454.0
7.28,7.3,4.53,2,3,1,61.0,1.53,62.1,8455.0
7.76,7.73,4.55,4,5,1,56.0,1.65,58.7,8455.0
7.01,6.97,4.16,3,3,4,58.0,1.21,59.5,8456.0
6.79,6.74,4.24,3,3,4,58.0,1.21,62.7,8456.0
6.95,7.02,4.22,4,6,2,57.0,1.24,60.4,8457.0
7.9,7.8,4.85,3,1,1,59.0,1.8,61.8,8457.0
7.0,6.92,4.27,3,3,3,58.0,1.28,61.4,8458.0
7.2,7.27,4.57,2,4,1,60.0,1.51,63.2,8462.0
6.92,6.87,4.31,3,6,2,58.0,1.27,62.5,8463.0
7.26,7.22,4.61,1,1,2,58.0,1.51,63.7,8464.0
6.89,6.86,4.25,4,3,4,57.0,1.23,61.8,8465.0
7.23,7.13,4.6,1,0,4,55.0,1.5,64.1,8467.0
6.42,6.37,4.04,2,4,5,56.0,1.0,63.2,8467.0
6.43,6.48,3.98,3,6,5,59.0,1.03,61.7,8469.0
7.5,7.59,4.54,2,1,2,61.0,1.56,60.2,8470.0
6.46,6.42,3.98,3,4,5,59.0,1.01,61.8,8470.0
7.29,7.26,4.54,4,2,1,58.0,1.5,62.4,8471.0
7.34,7.4,4.47,2,1,2,58.0,1.5,60.7,8475.0
7.52,7.49,4.58,3,0,4,59.0,1.56,61.1,8476.0
7.1,7.16,4.43,3,4,2,58.0,1.39,62.1,8476.0
7.37,7.42,4.58,3,1,2,58.0,1.52,61.9,8477.0
7.32,7.36,4.6,4,0,3,56.0,1.54,62.7,8479.0
7.26,7.21,4.21,3,5,3,60.0,1.34,58.2,8480.0
6.54,6.57,4.06,4,6,3,58.0,1.08,61.9,8481.0
6.48,6.52,3.98,4,3,5,57.0,1.03,61.2,8483.0
7.01,6.97,4.19,4,3,3,56.0,1.22,59.9,8485.0
6.39,6.42,4.01,4,3,6,56.0,1.02,62.6,8485.0
6.82,6.76,4.27,3,4,3,58.0,1.23,62.9,8486.0
6.83,6.79,4.24,4,4,3,55.0,1.2,62.3,8486.0
6.78,6.73,4.23,4,4,3,56.0,1.2,62.6,8486.0
7.72,7.63,4.66,3,0,2,58.0,1.66,60.7,8487.0
6.53,6.55,4.03,4,3,6,57.0,1.06,61.6,8488.0
6.41,6.46,3.98,3,3,7,59.0,1.02,61.8,8489.0
6.88,6.9,4.29,4,2,6,54.0,1.24,62.3,8489.0
7.22,7.3,4.52,3,2,1,60.0,1.5,62.3,8490.0
6.82,6.75,4.29,2,3,3,56.0,1.2,63.2,8491.0
6.57,6.61,4.07,4,3,5,55.0,1.07,61.8,8491.0
7.06,7.11,4.57,1,5,1,58.0,1.5,64.5,8492.0
7.45,7.54,4.83,1,0,3,54.0,1.66,64.4,8496.0
7.41,7.49,4.58,4,0,3,55.0,1.55,61.4,8498.0
6.94,6.97,4.25,4,2,3,55.0,1.25,61.1,8498.0
7.4,7.36,4.61,3,2,1,59.0,1.53,62.5,8499.0
7.42,7.34,4.57,4,2,1,57.0,1.53,61.9,8499.0
6.92,6.84,4.02,3,3,5,59.0,1.15,58.4,8501.0
7.09,7.07,4.32,4,1,6,56.0,1.32,61.0,8501.0
6.88,6.82,4.18,3,3,3,58.0,1.21,61.0,8504.0
6.87,6.91,4.28,4,3,3,56.0,1.24,62.1,8504.0
6.79,6.88,4.21,2,4,3,58.0,1.21,61.6,8505.0
7.74,7.84,4.71,4,0,1,57.0,1.7,60.5,8505.0
6.68,6.76,4.08,4,2,6,56.0,1.11,60.8,8508.0
6.87,6.92,4.25,4,2,5,57.0,1.23,61.6,8509.0
7.12,7.06,4.43,3,3,2,58.0,1.4,62.5,8511.0
7.39,7.33,4.58,3,3,2,58.0,1.52,62.2,8512.0
6.53,6.63,3.98,2,6,4,58.0,1.08,60.5,8513.0
7.56,7.59,4.55,2,0,4,60.0,1.59,60.1,8515.0
7.49,7.54,4.56,2,0,4,59.0,1.59,60.7,8515.0
7.35,7.41,4.58,4,2,1,58.0,1.56,62.1,8517.0
7.23,7.36,4.55,1,6,1,61.0,1.5,62.4,8517.0
7.53,7.49,4.59,4,5,1,56.0,1.56,61.2,8518.0
7.27,7.2,4.58,2,6,1,57.0,1.5,63.3,8518.0
7.2,7.16,4.58,1,6,1,58.0,1.5,63.8,8518.0
7.48,7.45,4.4,3,6,1,60.0,1.5,58.9,8518.0
6.63,6.7,4.14,2,5,3,58.0,1.16,62.1,8520.0
7.41,7.36,4.52,3,1,2,60.0,1.52,61.2,8521.0
6.69,6.77,4.2,1,6,3,60.0,1.2,62.4,8521.0
6.86,6.93,4.23,4,4,4,57.0,1.23,61.3,8523.0
7.4,7.36,4.58,3,0,4,58.0,1.51,62.1,8524.0
7.31,7.24,4.45,2,0,4,63.0,1.51,61.2,8524.0
7.26,7.21,4.47,3,0,4,61.0,1.51,61.8,8524.0
7.41,7.35,4.57,4,0,4,56.0,1.51,61.9,8524.0
6.42,6.48,3.99,2,4,5,56.0,1.01,61.9,8525.0
7.39,7.45,4.66,2,0,3,58.1,1.59,62.9,8526.0
6.53,6.49,3.99,3,4,5,57.0,1.03,61.3,8527.0
6.69,6.71,4.07,2,4,4,55.0,1.11,60.7,8528.0
6.19,6.1,4.06,0,5,6,55.0,1.01,66.1,8529.0
7.17,7.22,4.46,4,2,2,56.0,1.42,62.0,8529.0
7.42,7.32,4.52,4,3,2,57.0,1.53,61.3,8529.0
7.55,7.52,4.56,3,4,1,60.0,1.6,60.5,8530.0
7.02,6.97,4.33,3,3,3,58.0,1.29,61.9,8530.0
7.51,7.48,4.64,4,1,1,57.0,1.6,61.9,8530.0
6.46,6.52,3.96,4,4,5,57.0,1.01,61.0,8532.0
6.36,6.45,3.96,2,4,5,55.0,1.01,61.8,8532.0
6.36,6.45,3.97,3,4,5,58.0,1.01,62.0,8532.0
6.46,6.49,4.0,4,4,5,56.0,1.01,61.8,8532.0
6.62,6.58,3.99,3,6,4,59.0,1.04,60.5,8532.0
6.88,6.91,4.13,1,3,3,61.0,1.22,59.9,8533.0
7.38,7.43,4.59,2,1,3,58.0,1.54,62.0,8537.0
6.48,6.56,4.0,2,4,5,59.0,1.05,61.3,8537.0
7.45,7.48,4.63,2,0,3,58.0,1.57,62.0,8538.0
7.17,7.23,4.52,2,5,1,57.0,1.5,62.8,8538.0
7.62,7.58,4.76,3,0,1,57.0,1.71,62.6,8540.0
6.92,6.87,4.24,4,2,3,57.0,1.23,61.5,8541.0
7.31,7.22,4.61,2,2,2,55.0,1.51,63.5,8541.0
7.02,6.97,4.26,4,3,4,57.0,1.27,60.9,8543.0
7.1,7.05,4.41,3,2,4,58.0,1.35,62.3,8543.0
6.78,6.8,4.24,4,3,4,57.0,1.2,62.4,8545.0
6.78,6.81,4.21,4,3,4,57.0,1.2,62.0,8545.0
6.45,6.42,4.03,4,5,4,56.0,1.02,62.6,8545.0
6.63,6.68,4.0,4,3,6,57.0,1.05,60.1,8546.0
7.52,7.54,4.55,4,0,4,57.0,1.55,60.4,8548.0
4.83,4.85,3.0,4,2,1,54.0,0.42,62.0,625.0
4.81,4.86,2.97,4,2,1,56.0,0.42,61.4,625.0
4.81,4.83,2.99,4,2,1,54.0,0.42,62.0,625.0
4.73,4.76,2.97,4,2,1,55.0,0.4,62.6,625.0
4.71,4.77,2.94,4,6,1,55.0,0.4,62.0,625.0
4.5,4.47,2.8,4,6,1,57.0,0.35,62.4,625.0
4.37,4.39,2.68,3,3,4,60.0,0.31,61.2,625.0
4.3,4.35,2.72,2,3,4,58.0,0.31,62.9,625.0
4.35,4.37,2.67,3,4,3,58.0,0.31,61.2,625.0
4.3,4.33,2.69,4,4,3,55.0,0.31,62.3,625.0
4.32,4.37,2.72,4,2,5,56.0,0.31,62.6,625.0
4.32,4.34,2.66,2,4,3,62.0,0.31,61.4,625.0
4.27,4.32,2.7,2,4,3,59.0,0.31,62.9,625.0
4.33,4.37,2.7,4,3,4,55.0,0.31,62.1,625.0
4.28,4.33,2.72,1,3,4,57.0,0.31,63.2,625.0
4.32,4.36,2.7,4,2,5,57.0,0.31,62.2,625.0
4.27,4.31,2.7,2,4,3,58.0,0.31,62.9,625.0
4.28,4.32,2.71,2,3,4,57.0,0.31,63.0,625.0
4.34,4.37,2.65,3,4,3,60.0,0.31,60.8,625.0
4.34,4.39,2.71,4,4,3,53.0,0.31,62.1,625.0
4.29,4.33,2.7,4,4,3,55.0,0.31,62.6,625.0
4.38,4.41,2.67,4,4,3,56.0,0.31,60.8,625.0
4.29,4.33,2.75,1,3,4,57.0,0.31,63.8,625.0
4.33,4.37,2.66,4,2,5,56.0,0.31,61.1,625.0
4.3,4.34,2.69,4,4,3,57.0,0.31,62.3,625.0
4.33,4.36,2.7,4,3,4,55.0,0.31,62.1,625.0
6.97,7.09,4.24,2,3,3,59.0,1.27,60.3,8549.0
6.93,6.97,4.24,3,3,3,60.0,1.27,61.0,8549.0
7.24,7.29,4.55,2,0,5,63.0,1.51,62.6,8550.0
7.14,7.18,4.59,1,6,1,61.0,1.51,64.1,8550.0
7.27,7.16,4.37,3,2,4,60.0,1.45,60.6,8550.0
6.48,6.45,3.99,4,4,4,56.0,1.01,61.7,8552.0
6.43,6.46,3.87,2,4,5,62.0,1.0,60.0,8553.0
6.29,6.36,3.98,2,4,5,55.0,1.0,62.9,8555.0
7.54,7.5,4.47,4,1,2,60.0,1.5,59.4,8555.0
7.08,7.19,4.52,1,1,3,62.0,1.5,63.3,8555.0
6.81,6.76,4.2,4,3,4,56.0,1.18,61.9,8556.0
6.82,6.78,4.28,4,4,3,54.0,1.21,62.9,8557.0
7.18,7.22,4.27,4,2,4,57.0,1.33,59.3,8558.0
6.59,6.63,4.16,2,6,3,58.0,1.13,62.9,8561.0
6.72,6.67,4.08,3,3,6,57.0,1.12,60.9,8561.0
7.12,7.05,4.43,3,2,3,59.0,1.37,62.5,8562.0
6.69,6.71,4.14,1,5,3,61.0,1.2,61.8,8563.0
6.58,6.61,4.13,2,3,5,59.0,1.12,62.6,8564.0
6.77,6.74,4.23,4,3,3,55.0,1.18,62.7,8564.0
7.53,7.43,4.57,3,2,2,58.0,1.52,61.2,8566.0
6.52,6.49,4.04,4,5,4,57.0,1.06,62.1,8567.0
7.23,7.16,4.48,3,0,6,62.0,1.5,62.3,8568.0
6.37,6.31,4.05,1,5,5,58.0,1.01,63.9,8569.0
7.46,7.43,4.55,3,3,1,61.0,1.57,61.1,8572.0
7.23,7.13,4.46,3,3,2,59.0,1.41,62.1,8572.0
7.51,7.45,4.38,3,1,2,62.0,1.51,58.6,8574.0
6.92,6.96,4.27,4,5,2,59.0,1.26,61.5,8574.0
7.32,7.27,4.61,2,3,1,55.0,1.51,63.2,8574.0
7.31,7.27,4.58,4,1,2,54.0,1.51,62.8,8574.0
6.74,6.64,4.25,2,3,3,60.0,1.25,63.5,8575.0
6.8,6.84,4.25,2,4,3,57.0,1.22,62.3,8575.0
6.86,6.89,4.26,3,4,3,58.0,1.22,62.0,8576.0
6.81,6.86,4.17,2,3,4,59.0,1.2,61.0,8577.0
7.24,7.17,4.39,3,2,4,59.0,1.37,60.9,8577.0
6.52,6.5,3.86,3,4,5,60.0,1.01,59.3,8579.0
7.33,7.36,4.46,2,3,1,61.0,1.5,60.7,8580.0
7.13,7.25,4.6,1,1,2,60.0,1.5,64.0,8580.0
7.34,7.38,4.52,4,3,1,56.0,1.5,61.4,8580.0
7.26,7.31,4.52,4,3,1,57.0,1.5,62.0,8580.0
7.26,7.3,4.5,3,1,2,58.0,1.5,61.8,8580.0
7.4,7.44,4.34,2,3,1,62.0,1.5,58.5,8580.0
6.81,6.93,4.31,2,3,4,56.0,1.25,62.7,8580.0
7.38,7.32,4.57,3,0,4,59.0,1.52,62.2,8580.0
6.78,6.71,4.2,3,4,4,58.0,1.2,62.3,8580.0
7.25,7.32,4.57,2,4,1,60.0,1.51,62.7,8581.0
6.89,6.92,4.35,4,3,3,57.0,1.29,62.5,8582.0
